RTC End Time Stamp,Zone Name,Zone PTID,RTC Zonal LBMP,RTC Zonal Losses,RTC Zonal Congestion,RTC Zonal Price Version
3/1/2024 8:15,GENESE,61753,41.89,-3.79,2.3,1
3/1/2024 8:15,HUD VL,61758,50.95,2.98,0,1
3/1/2024 8:15,LONGIL,61762,51.62,3.64,0,1
3/1/2024 8:15,MHK VL,61756,48.92,1.39,0.45,1
3/1/2024 8:15,MILLWD,61759,51.24,3.26,0,1
3/1/2024 8:15,N.Y.C.,61761,51.62,3.64,0,1
3/1/2024 8:15,NORTH,61755,48.89,0.91,0,1
3/1/2024 8:15,WEST,61752,40.68,-5.09,2.21,1
3/1/2024 8:30,CAPITL,61757,36.53,1.51,0,1
3/1/2024 8:30,CENTRL,61754,34.11,-0.91,0,1
3/1/2024 8:30,DUNWOD,61760,37.37,2.35,0,1
3/1/2024 8:30,GENESE,61753,32.19,-2.84,0,1
3/1/2024 8:30,HUD VL,61758,37.02,2,0,1
3/1/2024 8:30,LONGIL,61762,37.48,2.45,0,1
3/1/2024 8:30,MHK VL,61756,35.97,0.95,0,1
3/1/2024 8:30,MILLWD,61759,37.23,2.21,0,1
3/1/2024 8:30,N.Y.C.,61761,37.48,2.45,0,1
3/1/2024 8:30,NORTH,61755,35.76,0.74,0,1
3/1/2024 8:30,WEST,61752,31.38,-3.64,0,1
3/1/2024 8:45,CAPITL,61757,25.42,0.95,0,1
3/1/2024 8:45,CENTRL,61754,23.91,-0.56,0,1
3/1/2024 8:45,DUNWOD,61760,26.11,1.64,0,1
3/1/2024 8:45,GENESE,61753,22.53,-1.93,0,1
3/1/2024 8:45,HUD VL,61758,25.86,1.39,0,1
3/1/2024 8:45,LONGIL,61762,26.2,1.74,0,1
3/1/2024 8:45,MHK VL,61756,25.15,0.68,0,1
3/1/2024 8:45,MILLWD,61759,26.01,1.54,0,1
3/1/2024 8:45,N.Y.C.,61761,26.25,1.79,0,1
3/1/2024 8:45,NORTH,61755,25,0.54,0,1
3/1/2024 8:45,WEST,61752,22.07,-2.4,0,1
3/1/2024 9:00,CAPITL,61757,41.14,1.39,0,1
3/1/2024 9:00,CENTRL,61754,39.03,-0.71,0,1
3/1/2024 9:00,DUNWOD,61760,42.01,2.26,0,1
3/1/2024 9:00,GENESE,61753,36.89,-2.86,0,1
3/1/2024 9:00,HUD VL,61758,41.66,1.91,0,1
3/1/2024 9:00,LONGIL,61762,41.97,2.22,0,1
3/1/2024 9:00,MHK VL,61756,40.78,1.03,0,1
3/1/2024 9:00,MILLWD,61759,41.89,2.14,0,1
3/1/2024 9:00,N.Y.C.,61761,42.17,2.42,0,1
3/1/2024 9:00,NORTH,61755,40.62,0.87,0,1
3/1/2024 9:00,WEST,61752,36.41,-3.34,0,1
3/1/2024 9:15,CAPITL,61757,30.55,1.03,0,1
3/1/2024 9:15,CENTRL,61754,28.96,-0.56,0,1
3/1/2024 9:15,DUNWOD,61760,31.26,1.74,0,1
3/1/2024 9:15,GENESE,61753,27.36,-2.15,0,1
3/1/2024 9:15,HUD VL,61758,30.96,1.45,0,1
3/1/2024 9:15,LONGIL,61762,31.35,1.83,0,1
3/1/2024 9:15,MHK VL,61756,30.26,0.74,0,1
3/1/2024 9:15,MILLWD,61759,31.17,1.65,0,1
3/1/2024 9:15,N.Y.C.,61761,40.48,1.89,-9.07,1
3/1/2024 9:15,NORTH,61755,30.05,0.53,0,1
3/1/2024 9:15,WEST,61752,27.04,-2.48,0,1
3/1/2024 9:30,CAPITL,61757,27.59,0.83,0,1
3/1/2024 9:30,CENTRL,61754,26.28,-0.48,0,1
3/1/2024 9:30,DUNWOD,61760,28.34,1.58,0,1
3/1/2024 9:30,GENESE,61753,24.81,-1.95,0,1
3/1/2024 9:30,HUD VL,61758,28.04,1.28,0,1
3/1/2024 9:30,LONGIL,61762,28.42,1.66,0,1
3/1/2024 9:30,MHK VL,61756,27.45,0.69,0,1
3/1/2024 9:30,MILLWD,61759,28.23,1.47,0,1
3/1/2024 9:30,N.Y.C.,61761,28.47,1.71,0,1
3/1/2024 9:30,NORTH,61755,27.29,0.53,0,1
3/1/2024 9:30,WEST,61752,24.56,-2.19,0,1
3/1/2024 9:45,CAPITL,61757,24.35,0.62,0,1
3/1/2024 9:45,CENTRL,61754,23.28,-0.45,0,1
3/1/2024 9:45,DUNWOD,61760,25.11,1.38,0,1
3/1/2024 9:45,GENESE,61753,22.02,-1.71,0,1
3/1/2024 9:45,HUD VL,61758,24.82,1.09,0,1
3/1/2024 9:45,LONGIL,61762,25.13,1.4,0,1
3/1/2024 9:45,MHK VL,61756,24.32,0.59,0,1
3/1/2024 9:45,MILLWD,61759,24.99,1.26,0,1
3/1/2024 9:45,N.Y.C.,61761,25.25,1.52,0,1
3/1/2024 9:45,NORTH,61755,24.3,0.57,0,1
3/1/2024 9:45,WEST,61752,21.76,-1.97,0,1
3/1/2024 10:00,CAPITL,61757,29.19,0.52,0,1
3/1/2024 10:00,CENTRL,61754,28.42,-0.26,0,1
3/1/2024 10:00,DUNWOD,61760,29.99,1.32,0,1
3/1/2024 10:00,GENESE,61753,27.13,-1.55,0,1
3/1/2024 10:00,HUD VL,61758,29.71,1.03,0,1
3/1/2024 10:00,LONGIL,61762,30.19,1.52,0,1
3/1/2024 10:00,MHK VL,61756,29.51,0.83,0,1
3/1/2024 10:00,MILLWD,61759,29.88,1.2,0,1
3/1/2024 10:00,N.Y.C.,61761,30.05,1.38,0,1
3/1/2024 10:00,NORTH,61755,29.62,0.94,0,1
3/1/2024 10:00,WEST,61752,27.24,-1.43,0,1
3/1/2024 10:15,CAPITL,61757,27.08,0.45,0,1
3/1/2024 10:15,CENTRL,61754,26.41,-0.21,0,1
3/1/2024 10:15,DUNWOD,61760,27.93,1.3,0,1
3/1/2024 10:15,GENESE,61753,25.3,-1.33,0,1
3/1/2024 10:15,HUD VL,61758,27.64,1.01,0,1
3/1/2024 10:15,LONGIL,61762,28.15,1.52,0,1
3/1/2024 10:15,MHK VL,61756,27.37,0.74,0,1
3/1/2024 10:15,MILLWD,61759,27.83,1.2,0,1
3/1/2024 10:15,N.Y.C.,61761,28.01,1.38,0,1
3/1/2024 10:15,NORTH,61755,27.43,0.8,0,1
3/1/2024 10:15,WEST,61752,25.4,-1.22,0,1
3/1/2024 10:30,CAPITL,61757,25.87,0.48,0,1
3/1/2024 10:30,CENTRL,61754,25.09,-0.3,0,1
3/1/2024 10:30,DUNWOD,61760,26.74,1.34,0,1
3/1/2024 10:30,GENESE,61753,24.05,-1.35,0,1
3/1/2024 10:30,HUD VL,61758,26.46,1.07,0,1
3/1/2024 10:30,LONGIL,61762,26.97,1.57,0,1
3/1/2024 10:30,MHK VL,61756,26.05,0.66,0,1
3/1/2024 10:30,MILLWD,61759,26.61,1.22,0,1
3/1/2024 10:30,N.Y.C.,61761,26.79,1.4,0,1
3/1/2024 10:30,NORTH,61755,25.98,0.58,0,1
3/1/2024 10:30,WEST,61752,24.05,-1.35,0,1
3/1/2024 10:45,CAPITL,61757,24.75,0.51,0,1
3/1/2024 10:45,CENTRL,61754,23.73,-0.51,0,1
3/1/2024 10:45,DUNWOD,61760,25.55,1.31,0,1
3/1/2024 10:45,GENESE,61753,22.79,-1.45,0,1
3/1/2024 10:45,HUD VL,61758,25.29,1.04,0,1
3/1/2024 10:45,LONGIL,61762,25.82,1.57,0,1
3/1/2024 10:45,MHK VL,61756,24.8,0.56,0,1
3/1/2024 10:45,MILLWD,61759,25.43,1.19,0,1
3/1/2024 10:45,N.Y.C.,61761,25.65,1.41,0,1
3/1/2024 10:45,NORTH,61755,24.92,0.68,0,1
3/1/2024 10:45,WEST,61752,22.62,-1.62,0,1
3/1/2024 11:00,CAPITL,61757,25.58,0.45,0,1
3/1/2024 11:00,CENTRL,61754,24.65,-0.48,0,1
3/1/2024 11:00,DUNWOD,61760,26.46,1.33,0,1
3/1/2024 11:00,GENESE,61753,23.77,-1.36,0,1
3/1/2024 11:00,HUD VL,61758,26.16,1.03,0,1
3/1/2024 11:00,LONGIL,61762,26.76,1.63,0,1
3/1/2024 11:00,MHK VL,61756,25.68,0.55,0,1
3/1/2024 11:00,MILLWD,61759,26.33,1.21,0,1
3/1/2024 11:00,N.Y.C.,61761,26.56,1.43,0,1
3/1/2024 11:00,NORTH,61755,25.86,0.73,0,1
3/1/2024 11:00,WEST,61752,23.75,-1.38,0,1
3/1/2024 11:15,CAPITL,61757,23.93,0.4,0,1
3/1/2024 11:15,CENTRL,61754,23.11,-0.42,0,1
3/1/2024 11:15,DUNWOD,61760,24.83,1.29,0,1
3/1/2024 11:15,GENESE,61753,22.24,-1.29,0,1
3/1/2024 11:15,HUD VL,61758,24.55,1.01,0,1
3/1/2024 11:15,LONGIL,61762,25.14,1.6,0,1
3/1/2024 11:15,MHK VL,61756,24.03,0.5,0,1
3/1/2024 11:15,MILLWD,61759,24.71,1.18,0,1
3/1/2024 11:15,N.Y.C.,61761,24.92,1.39,0,1
3/1/2024 11:15,NORTH,61755,24.19,0.66,0,1
3/1/2024 11:15,WEST,61752,22.22,-1.32,0,1
3/1/2024 11:30,CAPITL,61757,23.03,0.38,0,1
3/1/2024 11:30,CENTRL,61754,22.17,-0.48,0,1
3/1/2024 11:30,DUNWOD,61760,23.89,1.24,0,1
3/1/2024 11:30,GENESE,61753,21.33,-1.31,0,1
3/1/2024 11:30,HUD VL,61758,23.62,0.97,0,1
3/1/2024 11:30,LONGIL,61762,24.14,1.49,0,1
3/1/2024 11:30,MHK VL,61756,23.1,0.45,0,1
3/1/2024 11:30,MILLWD,61759,23.77,1.13,0,1
3/1/2024 11:30,N.Y.C.,61761,23.98,1.34,0,1
3/1/2024 11:30,NORTH,61755,23.28,0.63,0,1
3/1/2024 11:30,WEST,61752,21.29,-1.36,0,1
3/1/2024 11:45,CAPITL,61757,22.98,0.41,0,1
3/1/2024 11:45,CENTRL,61754,22.08,-0.5,0,1
3/1/2024 11:45,DUNWOD,61760,23.84,1.26,0,1
3/1/2024 11:45,GENESE,61753,21.22,-1.35,0,1
3/1/2024 11:45,HUD VL,61758,23.54,0.97,0,1
3/1/2024 11:45,LONGIL,61762,24.08,1.51,0,1
3/1/2024 11:45,MHK VL,61756,23.02,0.45,0,1
3/1/2024 11:45,MILLWD,61759,23.7,1.13,0,1
3/1/2024 11:45,N.Y.C.,61761,23.95,1.38,0,1
3/1/2024 11:45,NORTH,61755,23.18,0.61,0,1
3/1/2024 11:45,WEST,61752,21.13,-1.45,0,1
3/1/2024 12:00,CAPITL,61757,21.5,0.42,0,1
3/1/2024 12:00,CENTRL,61754,20.55,-0.53,0,1
3/1/2024 12:00,DUNWOD,61760,22.26,1.18,0,1
3/1/2024 12:00,GENESE,61753,19.67,-1.41,0,1
3/1/2024 12:00,HUD VL,61758,21.99,0.91,0,1
3/1/2024 12:00,LONGIL,61762,22.45,1.37,0,1
3/1/2024 12:00,MHK VL,61756,21.44,0.36,0,1
3/1/2024 12:00,MILLWD,61759,22.16,1.07,0,1
3/1/2024 12:00,N.Y.C.,61761,22.39,1.31,0,1
3/1/2024 12:00,NORTH,61755,21.61,0.53,0,1
3/1/2024 12:00,WEST,61752,19.48,-1.6,0,1
3/1/2024 12:15,CAPITL,61757,19.89,0.39,0,1
3/1/2024 12:15,CENTRL,61754,18.99,-0.51,0,1
3/1/2024 12:15,DUNWOD,61760,20.59,1.09,0,1
3/1/2024 12:15,GENESE,61753,18.17,-1.33,0,1
3/1/2024 12:15,HUD VL,61758,20.34,0.84,0,1
3/1/2024 12:15,LONGIL,61762,20.77,1.27,0,1
3/1/2024 12:15,MHK VL,61756,19.83,0.33,0,1
3/1/2024 12:15,MILLWD,61759,20.49,0.99,0,1
3/1/2024 12:15,N.Y.C.,61761,20.69,1.19,0,1
3/1/2024 12:15,NORTH,61755,19.99,0.49,0,1
3/1/2024 12:15,WEST,61752,18,-1.5,0,1
3/1/2024 12:30,CAPITL,61757,19.14,0.36,0,1
3/1/2024 12:30,CENTRL,61754,18.34,-0.45,0,1
3/1/2024 12:30,DUNWOD,61760,19.8,1.01,0,1
3/1/2024 12:30,GENESE,61753,17.55,-1.24,0,1
3/1/2024 12:30,HUD VL,61758,19.56,0.77,0,1
3/1/2024 12:30,LONGIL,61762,19.99,1.2,0,1
3/1/2024 12:30,MHK VL,61756,19.11,0.32,0,1
3/1/2024 12:30,MILLWD,61759,19.71,0.92,0,1
3/1/2024 12:30,N.Y.C.,61761,19.9,1.11,0,1
3/1/2024 12:30,NORTH,61755,19.24,0.45,0,1
3/1/2024 12:30,WEST,61752,17.4,-1.39,0,1
3/1/2024 12:45,CAPITL,61757,19.83,0.39,0,1
3/1/2024 12:45,CENTRL,61754,18.96,-0.49,0,1
3/1/2024 12:45,DUNWOD,61760,20.51,1.07,0,1
3/1/2024 12:45,GENESE,61753,18.2,-1.24,0,1
3/1/2024 12:45,HUD VL,61758,20.26,0.82,0,1
3/1/2024 12:45,LONGIL,61762,20.71,1.26,0,1
3/1/2024 12:45,MHK VL,61756,19.75,0.31,0,1
3/1/2024 12:45,MILLWD,61759,20.41,0.97,0,1
3/1/2024 12:45,N.Y.C.,61761,20.61,1.17,0,1
3/1/2024 12:45,NORTH,61755,19.91,0.47,0,1
3/1/2024 12:45,WEST,61752,18.04,-1.4,0,1
3/1/2024 13:00,CAPITL,61757,18.73,0.37,0,1
3/1/2024 13:00,CENTRL,61754,17.92,-0.44,0,1
3/1/2024 13:00,DUNWOD,61760,19.35,0.99,0,1
3/1/2024 13:00,GENESE,61753,17.15,-1.21,0,1
3/1/2024 13:00,HUD VL,61758,19.12,0.75,0,1
3/1/2024 13:00,LONGIL,61762,19.52,1.16,0,1
3/1/2024 13:00,MHK VL,61756,18.69,0.33,0,1
3/1/2024 13:00,MILLWD,61759,19.26,0.9,0,1
3/1/2024 13:00,N.Y.C.,61761,19.49,1.12,0,1
3/1/2024 13:00,NORTH,61755,18.84,0.48,0,1
3/1/2024 13:00,WEST,61752,17.02,-1.34,0,1
3/1/2024 13:15,CAPITL,61757,18.71,0.35,0,1
3/1/2024 13:15,CENTRL,61754,17.94,-0.42,0,1
3/1/2024 13:15,DUNWOD,61760,19.35,0.99,0,1
3/1/2024 13:15,GENESE,61753,17.15,-1.21,0,1
3/1/2024 13:15,HUD VL,61758,19.12,0.75,0,1
3/1/2024 13:15,LONGIL,61762,19.54,1.18,0,1
3/1/2024 13:15,MHK VL,61756,18.69,0.33,0,1
3/1/2024 13:15,MILLWD,61759,19.25,0.88,0,1
3/1/2024 13:15,N.Y.C.,61761,19.49,1.12,0,1
3/1/2024 13:15,NORTH,61755,18.86,0.5,0,1
3/1/2024 13:15,WEST,61752,17.02,-1.34,0,1
3/1/2024 13:30,CAPITL,61757,18.56,0.35,0,1
3/1/2024 13:30,CENTRL,61754,17.76,-0.45,0,1
3/1/2024 13:30,DUNWOD,61760,19.24,1.02,0,1
3/1/2024 13:30,GENESE,61753,17,-1.22,0,1
3/1/2024 13:30,HUD VL,61758,19,0.78,0,1
3/1/2024 13:30,LONGIL,61762,19.4,1.18,0,1
3/1/2024 13:30,MHK VL,61756,18.53,0.31,0,1
3/1/2024 13:30,MILLWD,61759,19.15,0.93,0,1
3/1/2024 13:30,N.Y.C.,61761,19.37,1.15,0,1
3/1/2024 13:30,NORTH,61755,18.67,0.46,0,1
3/1/2024 13:30,WEST,61752,16.85,-1.37,0,1
3/1/2024 13:45,CAPITL,61757,18.56,0.36,0,1
3/1/2024 13:45,CENTRL,61754,17.75,-0.45,0,1
3/1/2024 13:45,DUNWOD,61760,19.25,1.06,0,1
3/1/2024 13:45,GENESE,61753,16.91,-1.29,0,1
3/1/2024 13:45,HUD VL,61758,19.02,0.82,0,1
3/1/2024 13:45,LONGIL,61762,19.42,1.22,0,1
3/1/2024 13:45,MHK VL,61756,18.51,0.31,0,1
3/1/2024 13:45,MILLWD,61759,19.15,0.95,0,1
3/1/2024 13:45,N.Y.C.,61761,19.35,1.15,0,1
3/1/2024 13:45,NORTH,61755,18.65,0.46,0,1
3/1/2024 13:45,WEST,61752,16.74,-1.46,0,1
3/1/2024 14:00,CAPITL,61757,19.94,0.39,0,1
3/1/2024 14:00,CENTRL,61754,19.08,-0.47,0,1
3/1/2024 14:00,DUNWOD,61760,20.62,1.07,0,1
3/1/2024 14:00,GENESE,61753,18.22,-1.33,0,1
3/1/2024 14:00,HUD VL,61758,20.39,0.84,0,1
3/1/2024 14:00,LONGIL,61762,20.78,1.23,0,1
3/1/2024 14:00,MHK VL,61756,19.86,0.31,0,1
3/1/2024 14:00,MILLWD,61759,20.52,0.98,0,1
3/1/2024 14:00,N.Y.C.,61761,20.7,1.15,0,1
3/1/2024 14:00,NORTH,61755,20.07,0.53,0,1
3/1/2024 14:00,WEST,61752,18.08,-1.47,0,1
3/1/2024 14:15,CAPITL,61757,20.07,0.41,0,1
3/1/2024 14:15,CENTRL,61754,19.15,-0.51,0,1
3/1/2024 14:15,DUNWOD,61760,20.74,1.08,0,1
3/1/2024 14:15,GENESE,61753,18.32,-1.34,0,1
3/1/2024 14:15,HUD VL,61758,20.5,0.84,0,1
3/1/2024 14:15,LONGIL,61762,20.9,1.24,0,1
3/1/2024 14:15,MHK VL,61756,19.95,0.3,0,1
3/1/2024 14:15,MILLWD,61759,20.64,0.98,0,1
3/1/2024 14:15,N.Y.C.,61761,20.84,1.18,0,1
3/1/2024 14:15,NORTH,61755,20.21,0.55,0,1
3/1/2024 14:15,WEST,61752,18.16,-1.49,0,1
3/1/2024 14:30,CAPITL,61757,20.06,0.43,0,1
3/1/2024 14:30,CENTRL,61754,19.14,-0.49,0,1
3/1/2024 14:30,DUNWOD,61760,20.69,1.06,0,1
3/1/2024 14:30,GENESE,61753,18.29,-1.34,0,1
3/1/2024 14:30,HUD VL,61758,20.47,0.84,0,1
3/1/2024 14:30,LONGIL,61762,20.89,1.26,0,1
3/1/2024 14:30,MHK VL,61756,19.92,0.29,0,1
3/1/2024 14:30,MILLWD,61759,20.59,0.96,0,1
3/1/2024 14:30,N.Y.C.,61761,20.75,1.12,0,1
3/1/2024 14:30,NORTH,61755,20.2,0.57,0,1
3/1/2024 14:30,WEST,61752,18.12,-1.51,0,1
3/1/2024 14:45,CAPITL,61757,20.47,0.44,0,1
3/1/2024 14:45,CENTRL,61754,19.51,-0.52,0,1
3/1/2024 14:45,DUNWOD,61760,21.11,1.08,0,1
3/1/2024 14:45,GENESE,61753,18.63,-1.4,0,1
3/1/2024 14:45,HUD VL,61758,20.91,0.88,0,1
3/1/2024 14:45,LONGIL,61762,21.37,1.34,0,1
3/1/2024 14:45,MHK VL,61756,20.33,0.3,0,1
3/1/2024 14:45,MILLWD,61759,21.03,1,0,1
3/1/2024 14:45,N.Y.C.,61761,21.19,1.16,0,1
3/1/2024 14:45,NORTH,61755,20.61,0.58,0,1
3/1/2024 14:45,WEST,61752,18.45,-1.58,0,1
3/1/2024 15:00,CAPITL,61757,21.58,0.46,0,1
3/1/2024 15:00,CENTRL,61754,20.54,-0.57,0,1
3/1/2024 15:00,DUNWOD,61760,22.27,1.16,0,1
3/1/2024 15:00,GENESE,61753,19.66,-1.46,0,1
3/1/2024 15:00,HUD VL,61758,22.04,0.93,0,1
3/1/2024 15:00,LONGIL,61762,22.53,1.41,0,1
3/1/2024 15:00,MHK VL,61756,21.43,0.32,0,1
3/1/2024 15:00,MILLWD,61759,22.17,1.06,0,1
3/1/2024 15:00,N.Y.C.,61761,22.34,1.22,0,1
3/1/2024 15:00,NORTH,61755,21.72,0.61,0,1
3/1/2024 15:00,WEST,61752,19.47,-1.65,0,1
3/1/2024 15:15,CAPITL,61757,22.26,0.5,0,1
3/1/2024 15:15,CENTRL,61754,21.21,-0.54,0,1
3/1/2024 15:15,DUNWOD,61760,22.95,1.2,0,1
3/1/2024 15:15,GENESE,61753,20.23,-1.52,0,1
3/1/2024 15:15,HUD VL,61758,22.74,0.98,0,1
3/1/2024 15:15,LONGIL,61762,23.24,1.48,0,1
3/1/2024 15:15,MHK VL,61756,22.08,0.33,0,1
3/1/2024 15:15,MILLWD,61759,22.86,1.11,0,1
3/1/2024 15:15,N.Y.C.,61761,23.02,1.26,0,1
3/1/2024 15:15,NORTH,61755,22.39,0.63,0,1
3/1/2024 15:15,WEST,61752,20.01,-1.74,0,1
3/1/2024 15:30,CAPITL,61757,22.98,0.54,0,1
3/1/2024 15:30,CENTRL,61754,21.83,-0.6,0,1
3/1/2024 15:30,DUNWOD,61760,23.67,1.23,0,1
3/1/2024 15:30,GENESE,61753,20.82,-1.62,0,1
3/1/2024 15:30,HUD VL,61758,23.45,1.01,0,1
3/1/2024 15:30,LONGIL,61762,24.03,1.59,0,1
3/1/2024 15:30,MHK VL,61756,22.77,0.34,0,1
3/1/2024 15:30,MILLWD,61759,23.58,1.14,0,1
3/1/2024 15:30,N.Y.C.,61761,23.79,1.35,0,1
3/1/2024 15:30,NORTH,61755,23.09,0.65,0,1
3/1/2024 15:30,WEST,61752,20.62,-1.82,0,1
3/1/2024 15:45,CAPITL,61757,23.23,0.54,0,1
3/1/2024 15:45,CENTRL,61754,22.12,-0.57,0,1
3/1/2024 15:45,DUNWOD,61760,23.93,1.25,0,1
3/1/2024 15:45,GENESE,61753,21.12,-1.57,0,1
3/1/2024 15:45,HUD VL,61758,23.73,1.04,0,1
3/1/2024 15:45,LONGIL,61762,24.34,1.66,0,1
3/1/2024 15:45,MHK VL,61756,23.07,0.39,0,1
3/1/2024 15:45,MILLWD,61759,23.84,1.16,0,1
3/1/2024 15:45,N.Y.C.,61761,24.03,1.34,0,1
3/1/2024 15:45,NORTH,61755,23.37,0.68,0,1
3/1/2024 15:45,WEST,61752,20.96,-1.73,0,1
3/1/2024 16:00,CAPITL,61757,21.52,0.59,0,1
3/1/2024 16:00,CENTRL,61754,20.45,-0.48,0,1
3/1/2024 16:00,DUNWOD,61760,22.11,1.17,0,1
3/1/2024 16:00,GENESE,61753,19.59,-1.34,0,1
3/1/2024 16:00,HUD VL,61758,21.9,0.96,0,1
3/1/2024 16:00,LONGIL,61762,22.53,1.57,-0.02,1
3/1/2024 16:00,MHK VL,61756,21.31,0.38,0,1
3/1/2024 16:00,MILLWD,61759,22.02,1.09,0,1
3/1/2024 16:00,N.Y.C.,61761,22.19,1.26,0,1
3/1/2024 16:00,NORTH,61755,21.46,0.52,0,1
3/1/2024 16:00,WEST,61752,19.47,-1.47,0,1
3/1/2024 16:15,CAPITL,61757,22.41,0.63,0,1
